id,name,reader_id,abonement,read_hall,received,lost,released,author,give_point,order_date,edition,receive_date
1277,zJRUAYilPM,29,2,3,2019,2022,1994,Suzanne Carlson,2,2019-08-11 00:00:00,7,2019-08-29 00:00:00
1278,UkpLRNVWlq,114,4,6,2016,0,2002,Cathy Schmitz,4,2018-01-14 00:00:00,4,2018-02-05 00:00:00
1279,YpUmmXnhpu,118,2,3,2016,0,2008,Kathleen Heinz,3,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1280,FbblXSdaQl,6,1,8,2016,0,2000,Billie Reilly,3,2018-10-07 00:00:00,1,2018-10-21 00:00:00
1281,wfnsfZHiUq,135,4,3,2018,0,1993,Marguerite Harmer,1,2018-06-06 00:00:00,5,2018-07-07 00:00:00
1282,rJtzbwgmhE,29,1,2,2017,2020,2003,Pattie Pierce,5,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1283,FbblXSdaQl,74,1,7,2019,0,2006,Kathleen Heinz,3,2017-08-26 00:00:00,6,2017-09-14 00:00:00
1284,eobVSsQSaA,113,2,4,2018,0,1991,Scott Mckinney,3,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1285,tKRUnrbpJk,91,1,1,2019,0,2009,Richard Mendoza,1,2017-07-05 00:00:00,1,2017-07-22 00:00:00
1286,ibwkTbgris,123,2,9,2016,2019,2006,Pamela Davis,5,2019-05-21 00:00:00,6,2019-06-05 00:00:00
1287,cOFkFDcETe,65,2,1,2017,0,1997,Tommy Clark,2,2018-05-05 00:00:00,3,2018-05-27 00:00:00
1288,fFSBvRnvrA,143,2,8,2017,0,2004,Barton Rose,2,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1289,PbqUoDenDN,26,4,9,2019,0,1998,Marc Naiman,1,2018-02-05 00:00:00,4,2018-02-12 00:00:00
1290,qjUySBOHOd,69,1,7,2016,2018,2008,Lance Barnhill,5,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1291,ODTYEyTrqK,124,3,8,2018,0,1991,Betty Thompson,1,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1292,aqFbQUPNyd,23,3,4,2017,0,2001,Jane Robertson,5,2018-11-06 00:00:00,4,2018-11-14 00:00:00
1293,JWNEmuuVFe,92,1,1,2016,0,1996,Timothy Miranda,3,2017-06-14 00:00:00,1,2017-06-29 00:00:00
1294,UgYNurCjMF,26,4,1,2016,2018,2005,Billie Reilly,2,2017-10-25 00:00:00,2,2017-11-04 00:00:00
1295,GZZEZStCpM,72,4,4,2016,0,2001,Terry Alva,4,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1296,UgYNurCjMF,38,2,3,2016,0,1998,Donald Martin,5,2019-01-28 00:00:00,6,2019-02-14 00:00:00
1297,amCtvCfbEy,7,3,1,2018,0,1994,Eloise Mapp,1,2018-02-20 00:00:00,9,2018-03-10 00:00:00
1298,PmhXiKRmdE,43,1,8,2018,0,1990,Phil Brown,5,2017-10-06 00:00:00,1,2017-10-18 00:00:00
1299,iWPULghhJc,66,3,9,2017,0,2006,Troy Mills,4,2018-08-12 00:00:00,9,2018-08-27 00:00:00
1300,wUORXYwuCr,79,1,9,2017,0,1996,Justin Rizzo,3,2018-02-27 00:00:00,7,2018-03-15 00:00:00
1301,HyLygEtbfh,87,2,8,2019,0,2005,Joseph Schneeman,5,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1302,rJtzbwgmhE,69,3,1,2019,2022,1997,Charlotte Ritchie,2,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1303,DTbJoeNcir,54,2,7,2019,0,1992,Rita Avery,1,2018-12-15 00:00:00,1,2018-12-20 00:00:00
1304,ssLJidMLOL,139,4,4,2019,0,2006,Marc Naiman,1,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1305,IdDbDPkLFp,94,3,5,2016,0,2007,Diana Anderson,2,2019-06-19 00:00:00,8,2019-07-18 00:00:00
1306,xwjGqrjjsk,50,2,8,2019,0,2008,Tommy Clark,5,2018-03-20 00:00:00,3,2018-04-13 00:00:00
1307,dsawRJfVQt,98,3,5,2016,0,1999,Jason Bobo,3,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1308,jneIECGHZA,146,4,9,2018,0,1993,Marybeth Swinehart,3,2019-10-11 00:00:00,3,2019-10-23 00:00:00
1309,RHQTwwKqnJ,116,3,5,2017,2019,2002,Robert Kepler,5,2018-03-24 00:00:00,6,2018-04-11 00:00:00
1310,GZZEZStCpM,34,1,4,2018,0,1995,Robert Kepler,4,2019-03-14 00:00:00,1,2019-04-02 00:00:00
1311,vpRmgPMUSS,136,3,9,2019,0,2009,Donald Crumb,5,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1312,iagFZLQXOd,30,2,3,2019,0,1990,Rita Avery,2,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1313,IPTPWTrIyO,3,4,8,2016,0,2007,Lisa Catron,1,2018-05-07 00:00:00,1,2018-05-20 00:00:00
1314,waRlCEJzdU,122,2,8,2016,0,1993,Margaret Mcdaniel,4,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1315,FGfRdSCJdx,123,4,7,2016,0,2007,Felipe Hertel,3,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1316,aqFbQUPNyd,133,1,9,2018,2020,2003,Pamela Davis,4,2018-07-08 00:00:00,8,2018-08-02 00:00:00
1317,GErjWhkibJ,120,1,2,2018,2020,2001,Chad Ayers,4,2017-10-02 00:00:00,9,2017-10-27 00:00:00
1318,jneIECGHZA,65,1,5,2018,2019,2004,Eva Fitzgerald,4,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1319,QCCFvZucFt,130,1,4,2019,0,1991,Lisa Catron,4,2018-01-14 00:00:00,3,2018-01-30 00:00:00
1320,MSIqvDGnCf,21,2,2,2018,0,2002,Kelley Nation,1,2018-02-03 00:00:00,9,2018-02-27 00:00:00
1321,pLqDtiCQsH,85,1,7,2018,0,1995,Thomas Hidalgo,2,2019-10-30 00:00:00,2,2019-11-02 00:00:00
1322,OvBIbuNJqP,69,4,3,2018,0,1997,Billie Reilly,3,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1323,KJJopjwOYb,82,1,2,2016,0,1999,Susana Delagarza,5,2018-02-14 00:00:00,2,2018-03-11 00:00:00
1324,vmPEljegKG,134,2,9,2017,2019,1993,Billy Rouse,5,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1325,lFzsqaEity,28,1,1,2019,0,1991,Troy Mills,3,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1326,snJubEmlTU,85,2,5,2017,0,2004,Reginald Bender,4,2018-04-21 00:00:00,5,2018-04-27 00:00:00
1327,waRlCEJzdU,28,2,7,2017,0,1990,Bobby Adams,1,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1328,zHwdWDAjcQ,131,4,7,2018,0,2002,Kevin Ryan,5,2017-10-20 00:00:00,2,2017-10-28 00:00:00
1329,IPTPWTrIyO,60,2,4,2019,0,2002,Kelley Nation,4,2019-10-13 00:00:00,9,2019-10-27 00:00:00
1330,zHwdWDAjcQ,88,4,9,2018,2021,2002,Jason Crieghton,3,2018-11-05 00:00:00,8,2018-12-05 00:00:00
1331,wUORXYwuCr,11,3,3,2019,0,2006,Jerome Collier,3,2019-02-03 00:00:00,6,2019-03-06 00:00:00
1332,aqFbQUPNyd,134,1,4,2019,2020,2006,Aurora Branham,2,2018-02-28 00:00:00,3,2018-03-12 00:00:00
1333,JHubwWxvLO,105,3,2,2018,0,2009,Geraldine Wilson,2,2019-08-28 00:00:00,4,2019-09-04 00:00:00
1334,fFSBvRnvrA,11,1,3,2019,0,2003,Charles Capito,5,2019-04-30 00:00:00,7,2019-05-08 00:00:00
1335,qTTmjdJIdH,13,4,3,2017,0,1995,Patsy Stockbridge,2,2019-05-20 00:00:00,5,2019-05-28 00:00:00
1336,QPFLwXLLZT,150,2,5,2016,0,1990,Adam Wenk,3,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1337,FbblXSdaQl,138,2,7,2016,2017,1994,Justin Rizzo,3,2018-11-09 00:00:00,2,2018-11-21 00:00:00
1338,ANNqxvcfDa,122,1,8,2019,0,2005,Christopher Morin,5,2019-03-09 00:00:00,2,2019-03-10 00:00:00
1339,DuvobJevyx,93,3,3,2018,0,2002,Joseph Schneeman,1,2017-08-23 00:00:00,5,2017-09-17 00:00:00
1340,JWNEmuuVFe,33,2,5,2019,2022,2004,Larry Berrios,2,2017-10-15 00:00:00,7,2017-11-10 00:00:00
1341,FGfRdSCJdx,114,3,8,2017,2019,2003,Marc Uplinger,4,2017-12-28 00:00:00,1,2018-01-14 00:00:00
1342,VfkvdmGJuC,97,2,5,2019,2020,1992,Marc Uplinger,3,2019-08-27 00:00:00,9,2019-09-04 00:00:00
1343,ANNqxvcfDa,42,4,2,2019,0,1994,Joshua Gentry,1,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1344,vpRmgPMUSS,99,1,3,2016,2018,2005,Carly Sparks,1,2019-01-27 00:00:00,6,2019-02-17 00:00:00
1345,csLuyypDYc,117,3,6,2019,2021,1993,Terry Alva,3,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1346,HlkYOzpidl,65,1,4,2019,0,2000,Mary Loveless,3,2018-06-15 00:00:00,5,2018-06-20 00:00:00
1347,zHwdWDAjcQ,67,3,9,2018,2021,2003,Mary Loveless,3,2017-11-07 00:00:00,1,2017-11-25 00:00:00
1348,loYKWBxLkU,82,1,5,2019,0,2005,Billie Reilly,4,2017-11-06 00:00:00,6,2017-11-11 00:00:00
1349,goizBSpXkL,33,4,1,2019,2021,1995,Janet Jenkins,4,2017-09-25 00:00:00,5,2017-10-03 00:00:00
1350,GBPLmxQaJu,1,4,3,2016,0,1994,Cathy Schmitz,1,2018-08-31 00:00:00,9,2018-09-18 00:00:00
1351,kNMaEaklwR,113,2,1,2019,2021,2006,Malena Griffin,5,2018-01-05 00:00:00,2,2018-01-19 00:00:00
1352,fFSBvRnvrA,98,3,6,2019,0,1992,Celestina Williams,1,2019-12-02 00:00:00,8,2019-12-23 00:00:00
1353,FGfRdSCJdx,75,1,8,2019,2022,2002,Sunshine Motl,2,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1354,AkYFXFZVDr,36,3,7,2019,0,1998,Richard Thompson,4,2018-04-30 00:00:00,7,2018-05-13 00:00:00
1355,weFksIwbOW,4,1,8,2017,0,2002,Marguerite Harmer,1,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1356,AxydZcPDJE,49,2,6,2017,2020,2001,Kevin Ryan,2,2019-11-01 00:00:00,9,2019-11-26 00:00:00
1357,ssLJidMLOL,17,1,9,2019,2022,2003,Terry Alva,1,2019-11-12 00:00:00,8,2019-11-15 00:00:00
1358,jneIECGHZA,25,2,7,2018,0,1991,Patsy Stockbridge,3,2018-12-05 00:00:00,7,2018-12-17 00:00:00
1359,NxgQeBsbNJ,65,4,9,2017,0,2001,Marguerite Harmer,4,2018-07-24 00:00:00,4,2018-08-03 00:00:00
1360,LrsaGlDBbU,94,4,7,2018,2021,1992,Henry Zurawski,1,2018-04-23 00:00:00,9,2018-04-30 00:00:00
1361,YpUmmXnhpu,44,2,2,2016,0,2001,Forrest Brady,1,2017-09-23 00:00:00,7,2017-09-29 00:00:00
1362,xUqqBqEuui,13,3,7,2018,2019,2006,Margaret Mcdaniel,5,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1363,pNPpMHkbSf,115,1,3,2016,0,2003,Margaret Mcdaniel,5,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1364,pDJFIJKenh,63,1,3,2018,0,1994,Cathy Schmitz,1,2019-01-31 00:00:00,3,2019-02-11 00:00:00
1365,NgtTciCBYA,127,4,8,2018,0,1990,Albert Miller,4,2018-09-23 00:00:00,7,2018-10-09 00:00:00
1366,uhjVITIEJl,136,1,8,2016,0,2004,Allison Bristow,1,2018-09-14 00:00:00,8,2018-09-30 00:00:00
1367,srmlsbWdhm,96,1,2,2018,0,1999,Pedro Gonzalez,5,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1368,qdeUxdCpZV,144,1,4,2019,2022,1994,Linda Womack,1,2018-01-14 00:00:00,8,2018-02-11 00:00:00
1369,NgtTciCBYA,98,2,6,2017,0,1996,James Harrison,3,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1370,loYKWBxLkU,6,1,8,2018,2021,1991,Diana Anderson,5,2018-03-14 00:00:00,3,2018-04-11 00:00:00
1371,prhchyPiAq,4,4,7,2019,2020,2003,Tracy Haines,2,2018-10-18 00:00:00,9,2018-11-04 00:00:00
1372,ZjQYSQpoCv,89,4,2,2017,0,2009,Troy Mills,2,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1373,IgIwUsIOCw,2,3,5,2018,0,2000,Jason Bobo,2,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1374,IkjILsUFOd,7,3,2,2018,0,1992,Donald Crumb,5,2018-12-10 00:00:00,9,2018-12-19 00:00:00
1375,dsawRJfVQt,87,1,8,2017,2018,1999,Violet Ponce,4,2019-06-29 00:00:00,1,2019-07-24 00:00:00
1376,DApAEHMYSp,100,3,6,2018,0,2000,Gary Morris,3,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1377,FGfRdSCJdx,91,2,4,2019,0,1991,Betty Wright,2,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1378,YCEhJOYLts,10,1,8,2017,0,1996,Irene Molloy,5,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1379,eXCDzvqrDk,125,2,2,2017,0,2007,Courtney Rogers,2,2019-12-18 00:00:00,8,2019-12-22 00:00:00
1380,IMlzGuxcaH,96,3,3,2018,0,1993,Georgia Harrison,3,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1381,MnhPUXtOLj,31,2,3,2016,2018,1997,Kevin Prost,2,2018-10-18 00:00:00,5,2018-10-26 00:00:00
1382,wfhpfwIZrb,144,4,3,2019,0,1994,Mary Myers,1,2017-10-10 00:00:00,1,2017-10-23 00:00:00
1383,NJmpDrPgWq,148,3,5,2019,0,1994,Terry Alva,2,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1384,oYZyEUdXes,57,3,2,2018,2020,2001,Janet Jenkins,2,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1385,GEolesoFDi,49,4,9,2018,0,2008,Annie Perez,2,2018-03-11 00:00:00,3,2018-04-06 00:00:00
1386,loZRRnfWKU,34,1,6,2018,0,1995,Charles Capito,2,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1387,ykmRKCJJsx,14,3,5,2019,0,2001,Kathryn Christensen,1,2017-07-23 00:00:00,6,2017-07-26 00:00:00
1388,qjUySBOHOd,118,1,4,2017,0,1995,Theresa Cinotti,5,2017-11-06 00:00:00,4,2017-11-18 00:00:00
1389,OBknRkXxNS,54,1,9,2019,0,1995,Matthew Moore,5,2017-10-11 00:00:00,3,2017-11-10 00:00:00
1390,OvBIbuNJqP,2,4,3,2016,0,2004,Theresa Cinotti,3,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1391,QPFLwXLLZT,20,4,8,2017,0,2000,Marybeth Swinehart,3,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1392,vMsHGGOIIC,138,3,9,2018,0,2004,Graciela Lansberry,5,2017-10-18 00:00:00,8,2017-10-31 00:00:00
1393,iWPULghhJc,51,2,6,2019,0,1993,Ward Ohalloran,2,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1394,YCEhJOYLts,7,3,1,2017,0,1992,Tanya Grayson,2,2019-10-10 00:00:00,7,2019-10-28 00:00:00
1395,uiOykvlRLJ,99,2,5,2016,0,2004,Zenaida Corral,3,2017-07-26 00:00:00,1,2017-08-22 00:00:00
1396,wyPicIxxgS,44,1,2,2019,0,2002,Chad Ayers,2,2018-03-20 00:00:00,4,2018-03-23 00:00:00
1397,ESJSPoMwXF,145,3,6,2018,0,2003,Jason Crieghton,3,2018-01-19 00:00:00,9,2018-01-30 00:00:00
1398,ahxIUzrHhw,102,1,1,2018,2020,2003,John Tucker,4,2018-05-29 00:00:00,2,2018-06-17 00:00:00
1399,LrsaGlDBbU,53,1,1,2019,0,1994,James Harrison,3,2017-08-29 00:00:00,2,2017-09-13 00:00:00
1400,wyPicIxxgS,146,3,5,2018,0,2002,Tanya Grayson,2,2019-10-17 00:00:00,9,2019-10-29 00:00:00
1401,eXCDzvqrDk,141,1,4,2017,0,2002,Jane Harrison,1,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1402,bnKMZWDjiQ,65,1,2,2019,0,2007,Nicholas Cobb,4,2018-08-14 00:00:00,7,2018-08-28 00:00:00
1403,QPFLwXLLZT,115,1,7,2017,0,2009,Mary Loveless,4,2018-10-22 00:00:00,8,2018-11-03 00:00:00
1404,QCCFvZucFt,59,2,8,2016,2019,2005,Gary Fontaine,5,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1405,bnKMZWDjiQ,84,2,1,2016,0,1994,Geraldine Wilson,3,2019-07-21 00:00:00,2,2019-08-07 00:00:00
1406,kNMaEaklwR,133,3,2,2019,0,2007,Bobby Adams,1,2018-08-06 00:00:00,1,2018-08-14 00:00:00
1407,JDcIPhTYzS,48,2,4,2018,2020,2001,Carly Sparks,2,2018-02-18 00:00:00,7,2018-03-17 00:00:00
1408,xUqqBqEuui,84,3,1,2016,0,1996,Larry Bussey,1,2018-04-22 00:00:00,4,2018-05-20 00:00:00
1409,FbblXSdaQl,70,3,5,2016,0,1996,Ricky Damon,4,1000-01-01 00:00:00,7,1000-01-01 00:00:00
1410,nBmnQeebxp,7,2,6,2017,0,2003,Kevin Prost,2,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1411,bnKMZWDjiQ,146,2,7,2017,0,2005,Allison Bristow,1,2018-10-02 00:00:00,5,2018-10-28 00:00:00
1412,EDKmNdIfOF,8,1,6,2016,0,1991,John Tucker,1,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1413,OhsFIVQLXD,58,3,6,2018,0,2006,Lori Branch,4,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1414,IkjILsUFOd,51,3,1,2018,0,2008,Chung Brodeur,5,2018-02-05 00:00:00,9,2018-02-16 00:00:00
1415,MjGqWrwlXF,26,2,8,2016,0,2001,Ward Ohalloran,2,2018-11-02 00:00:00,5,2018-11-29 00:00:00
1416,lFzsqaEity,17,3,4,2016,0,1990,Billie Reilly,3,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1417,qjUySBOHOd,116,3,6,2017,0,1998,Lance Barnhill,3,2019-10-23 00:00:00,8,2019-10-28 00:00:00
1418,pLVMidMRYH,27,2,9,2017,0,1992,Guadalupe Johnson,2,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1419,loYKWBxLkU,36,1,6,2018,0,2000,Terry Alva,1,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1420,wUORXYwuCr,87,3,6,2018,0,1992,Lisa Catron,5,2019-01-09 00:00:00,7,2019-01-31 00:00:00
1421,wKCLcBdfYK,124,2,7,2019,0,1995,Betty Thompson,4,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1422,FKBLfPbnQG,15,4,6,2018,0,1990,Larry Bussey,4,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1423,YpUmmXnhpu,95,4,3,2017,2020,2005,Norma Spencer,3,2018-07-12 00:00:00,5,2018-08-11 00:00:00
1424,JWNEmuuVFe,144,4,1,2018,0,1991,Gary Fontaine,4,2017-12-03 00:00:00,3,2017-12-10 00:00:00
1425,PmhXiKRmdE,106,4,6,2019,0,2006,Michael Stegall,4,2018-02-11 00:00:00,5,2018-02-23 00:00:00
1426,jXjBNuyEYp,96,1,2,2016,0,2004,James Harrison,3,2018-08-14 00:00:00,8,2018-09-12 00:00:00
1427,IMlzGuxcaH,7,1,3,2019,0,2005,Justin Rizzo,3,2019-02-21 00:00:00,8,2019-03-07 00:00:00
1428,EDKmNdIfOF,92,4,6,2019,0,2005,Robert Gregory,5,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1429,QCCFvZucFt,18,4,7,2017,0,1998,Suzanne Freeman,3,2018-04-27 00:00:00,7,2018-05-12 00:00:00
1430,QxqZuEtClA,46,4,3,2016,0,1991,Joseph Schneeman,2,2018-12-28 00:00:00,7,2019-01-04 00:00:00
1431,IPTPWTrIyO,142,2,4,2016,0,1991,Camille Guzman,2,2018-12-12 00:00:00,9,2019-01-03 00:00:00
1432,goizBSpXkL,105,1,5,2017,0,2003,Donald Crumb,2,2018-01-08 00:00:00,5,2018-01-26 00:00:00
1433,DhpUjtuOUI,120,3,5,2018,0,1996,Ryan Archer,1,2019-07-02 00:00:00,6,2019-07-09 00:00:00
1434,gVsKYzhhcv,29,3,6,2019,0,2009,Michael Stegall,1,2019-07-02 00:00:00,9,2019-07-19 00:00:00
1435,gVsKYzhhcv,48,3,2,2019,0,1996,Gary Morris,4,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1436,NwphVIVBsi,123,3,8,2017,0,1994,Pamela Samuels,1,2018-01-14 00:00:00,5,2018-01-30 00:00:00
1437,srmlsbWdhm,120,2,2,2019,0,2007,Pattie Pierce,3,2018-08-16 00:00:00,9,2018-08-30 00:00:00
1438,snJubEmlTU,133,2,3,2019,0,2006,Bobby Adams,1,2017-07-30 00:00:00,9,2017-08-20 00:00:00
1439,pDJFIJKenh,130,1,4,2017,0,2006,Violet Ponce,3,2017-10-26 00:00:00,4,2017-10-30 00:00:00
1440,loYKWBxLkU,92,2,4,2017,0,2001,Louie Sullivan,1,2017-09-09 00:00:00,2,2017-09-22 00:00:00
1441,dsawRJfVQt,17,3,6,2016,0,1990,Chung Brodeur,2,2019-05-10 00:00:00,6,2019-05-17 00:00:00
1442,PmhXiKRmdE,34,2,5,2019,2022,1990,Kevin Prost,4,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1443,EDKmNdIfOF,86,1,1,2018,0,2002,Michael Stegall,3,2017-08-07 00:00:00,7,2017-08-31 00:00:00
1444,rJtzbwgmhE,56,4,6,2017,0,2008,Terry Alva,2,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1445,loZRRnfWKU,33,3,7,2019,0,2004,Chung Brodeur,2,2019-12-16 00:00:00,9,2019-12-30 00:00:00
1446,PjAWxcSynU,107,2,1,2018,0,2001,Pedro Gonzalez,3,2019-06-10 00:00:00,2,2019-06-29 00:00:00
1447,ibwkTbgris,125,1,4,2016,0,1992,Courtney Rogers,3,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1448,amCtvCfbEy,129,1,8,2018,0,1998,Phil Brown,4,2018-02-05 00:00:00,5,2018-02-24 00:00:00
1449,YWljoRZOMD,119,1,5,2017,0,1992,Ryan Archer,2,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1450,eobVSsQSaA,7,4,8,2017,0,1998,Christopher Morin,4,2018-04-19 00:00:00,7,2018-05-01 00:00:00
1451,ANNqxvcfDa,119,3,4,2016,0,2007,Mary Myers,4,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1452,QxqZuEtClA,84,2,5,2016,0,2006,Forrest Brady,1,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1453,rJtzbwgmhE,61,1,2,2017,2018,1990,Nicholas Cobb,1,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1454,GZZEZStCpM,12,2,2,2018,0,1995,Betty Wright,2,2019-05-29 00:00:00,5,2019-06-26 00:00:00
1455,DXmybQjPck,88,2,7,2019,0,1993,Steven Burridge,1,2017-11-24 00:00:00,4,2017-11-30 00:00:00
1456,QPFLwXLLZT,150,3,3,2018,0,2008,Timothy Fox,3,2019-08-06 00:00:00,7,2019-08-31 00:00:00
1457,YCEhJOYLts,140,1,9,2016,0,2006,Frank Haggard,2,1000-01-01 00:00:00,5,1000-01-01 00:00:00
1458,sXszVSxOcV,51,1,3,2016,0,1997,Violet Ponce,2,1000-01-01 00:00:00,6,1000-01-01 00:00:00
1459,cOFkFDcETe,29,3,8,2017,0,1996,James Harrison,5,2018-04-02 00:00:00,3,2018-04-11 00:00:00
1460,NeGmkHHftE,147,3,8,2019,2021,2009,Irene Molloy,4,2017-10-08 00:00:00,9,2017-10-14 00:00:00
1461,JDcIPhTYzS,122,1,7,2017,2019,1996,Annie Perez,3,2018-10-13 00:00:00,7,2018-10-14 00:00:00
1462,aVZQRArCfp,54,2,5,2019,0,2005,Jane Harrison,3,2018-11-07 00:00:00,8,2018-11-18 00:00:00
1463,DTbJoeNcir,138,1,9,2019,0,2009,Cathy Schmitz,3,2019-01-30 00:00:00,4,2019-01-31 00:00:00
1464,sCgKfVImBb,23,3,7,2019,2021,2007,Monica Taft,4,2019-10-13 00:00:00,2,2019-11-10 00:00:00
1465,bolBfATBtA,133,3,7,2018,0,1994,Pedro Gonzalez,3,2019-01-31 00:00:00,7,2019-02-10 00:00:00
1466,YWljoRZOMD,50,1,1,2018,2021,2008,Kevin Prost,2,2018-02-02 00:00:00,7,2018-02-27 00:00:00
1467,XRxFRKGyvs,21,2,9,2016,0,1991,Margaret Hall,2,2018-03-11 00:00:00,6,2018-04-11 00:00:00
1468,cOFkFDcETe,149,3,4,2018,0,2005,Debra Riddle,2,2019-09-12 00:00:00,9,2019-10-09 00:00:00
1469,IPTPWTrIyO,45,2,5,2016,0,1996,Violet Ponce,2,2017-09-26 00:00:00,5,2017-09-29 00:00:00
1470,MEzkjBcVlN,121,3,5,2016,0,2003,Reginald Bender,3,2019-04-14 00:00:00,2,2019-04-17 00:00:00
1471,tKRUnrbpJk,119,3,7,2019,0,2004,Ricky Damon,5,2019-02-13 00:00:00,8,2019-02-28 00:00:00
1472,ibwkTbgris,131,4,2,2016,0,2006,Cody Holt,3,1000-01-01 00:00:00,8,1000-01-01 00:00:00
1473,FGfRdSCJdx,50,1,5,2019,0,1991,Sunshine Motl,2,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1474,DqhpYwumjd,149,3,9,2018,0,1998,Malena Griffin,3,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1475,uhjVITIEJl,24,3,5,2019,0,1995,Violet Ponce,1,2019-07-04 00:00:00,8,2019-08-03 00:00:00
1476,aqFbQUPNyd,71,4,6,2019,0,1994,Cathy Schmitz,1,2017-08-28 00:00:00,9,2017-09-23 00:00:00
1477,RHQTwwKqnJ,130,2,8,2019,0,1997,Christopher Morin,5,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1478,OvBIbuNJqP,54,2,6,2017,0,1995,Gary Morris,4,1000-01-01 00:00:00,9,1000-01-01 00:00:00
1479,zJRUAYilPM,89,4,9,2018,2019,2002,Graciela Lansberry,3,1000-01-01 00:00:00,4,1000-01-01 00:00:00
1480,cOFkFDcETe,98,1,7,2016,0,2004,Kathryn Christensen,2,1000-01-01 00:00:00,2,1000-01-01 00:00:00
1481,ESJSPoMwXF,123,2,4,2019,0,2006,Tracy Haines,1,2019-07-24 00:00:00,1,2019-08-07 00:00:00
1482,fFSBvRnvrA,17,4,3,2018,2020,1991,Maria Brown,5,1000-01-01 00:00:00,3,1000-01-01 00:00:00
1483,JWNEmuuVFe,129,2,8,2019,0,2005,Charles Jacks,3,2019-05-19 00:00:00,7,2019-06-05 00:00:00
1484,uhjVITIEJl,109,1,1,2018,0,2002,Robert Kepler,1,2018-04-10 00:00:00,5,2018-04-22 00:00:00
1485,pLVMidMRYH,36,2,3,2019,0,2000,Charlotte Ritchie,1,2018-05-18 00:00:00,7,2018-05-25 00:00:00
1486,oYZyEUdXes,102,1,9,2016,0,1991,Gary Fontaine,5,1000-01-01 00:00:00,1,1000-01-01 00:00:00
1487,aqFbQUPNyd,90,3,6,2019,0,1993,Ward Ohalloran,1,1000-01-01 00:00:00,7,1000-01-01 00:00:00
